age,job,marital,education,default,balance,housing,loan,contact,day_of_week,month,duration,campaign,pdays,previous,poutcome
43.0,management,single,tertiary,no,778,yes,no,cellular,25,aug,230.0,5,-1,0,
48.0,admin.,married,secondary,no,44,no,yes,cellular,25,aug,98.0,3,-1,0,
38.0,technician,single,secondary,no,46,no,no,cellular,25,aug,90.0,2,-1,0,
57.0,housemaid,married,primary,no,1303,no,no,cellular,25,aug,83.0,4,-1,0,
59.0,blue-collar,married,primary,no,0,no,no,cellular,25,aug,128.0,5,-1,0,
39.0,technician,single,secondary,no,0,no,no,cellular,25,aug,194.0,9,-1,0,
49.0,management,married,secondary,no,338,no,no,cellular,25,aug,941.0,3,-1,0,
51.0,services,married,secondary,no,917,no,no,cellular,25,aug,56.0,6,-1,0,
34.0,technician,married,secondary,no,1035,no,no,cellular,25,aug,1374.0,10,-1,0,
31.0,technician,married,secondary,no,0,no,no,cellular,25,aug,249.0,6,-1,0,
51.0,retired,married,tertiary,no,746,no,no,cellular,25,aug,372.0,5,-1,0,
34.0,management,married,secondary,no,333,no,no,cellular,26,aug,90.0,4,-1,0,
50.0,management,married,tertiary,no,161,no,no,cellular,26,aug,19.0,17,-1,0,
38.0,management,married,tertiary,no,93,yes,no,cellular,26,aug,69.0,4,-1,0,
44.0,blue-collar,married,secondary,no,268,no,no,cellular,26,aug,127.0,5,-1,0,
40.0,entrepreneur,married,secondary,no,50,no,no,cellular,26,aug,63.0,6,-1,0,
44.0,management,married,tertiary,no,3674,no,no,cellular,26,aug,122.0,3,-1,0,
42.0,management,married,tertiary,no,0,no,no,cellular,26,aug,179.0,16,-1,0,
30.0,technician,single,secondary,no,1499,no,no,cellular,26,aug,66.0,21,-1,0,
41.0,management,married,tertiary,no,771,yes,no,cellular,26,aug,106.0,8,-1,0,
51.0,management,married,tertiary,no,9864,no,no,cellular,26,aug,69.0,4,-1,0,
42.0,management,married,tertiary,no,295,yes,no,cellular,26,aug,109.0,3,-1,0,
57.0,technician,divorced,tertiary,no,437,no,no,cellular,26,aug,435.0,5,-1,0,
39.0,technician,divorced,secondary,no,807,yes,yes,cellular,26,aug,209.0,6,-1,0,
32.0,management,single,tertiary,no,2536,yes,no,cellular,26,aug,958.0,6,-1,0,
34.0,student,single,tertiary,no,1322,no,no,cellular,26,aug,170.0,3,-1,0,
53.0,blue-collar,married,secondary,no,392,no,no,cellular,26,aug,95.0,6,-1,0,
60.0,,married,,no,17297,no,no,cellular,26,aug,664.0,11,-1,0,
54.0,blue-collar,married,primary,no,7073,no,no,cellular,26,aug,479.0,6,-1,0,
61.0,management,married,tertiary,no,7935,no,no,cellular,26,aug,427.0,17,-1,0,
52.0,blue-collar,married,primary,no,1401,no,no,cellular,26,aug,77.0,8,-1,0,
52.0,technician,married,secondary,no,526,no,yes,cellular,26,aug,60.0,6,-1,0,
37.0,management,married,tertiary,no,675,no,no,cellular,26,aug,49.0,13,-1,0,
47.0,admin.,married,secondary,no,175,yes,no,cellular,26,aug,102.0,7,-1,0,
33.0,technician,single,secondary,no,0,no,no,cellular,26,aug,73.0,4,-1,0,
35.0,technician,single,tertiary,no,973,no,no,cellular,26,aug,109.0,9,-1,0,
37.0,self-employed,married,secondary,no,111,no,no,cellular,26,aug,179.0,8,-1,0,
32.0,technician,single,secondary,no,39,no,no,cellular,26,aug,175.0,11,-1,0,
35.0,technician,married,secondary,no,5535,no,no,cellular,26,aug,0.0,15,-1,0,
46.0,admin.,married,secondary,no,22,no,no,cellular,26,aug,388.0,6,-1,0,
41.0,management,married,tertiary,no,2251,no,no,cellular,26,aug,338.0,9,-1,0,
37.0,technician,married,secondary,no,1578,no,yes,cellular,26,aug,85.0,6,-1,0,
51.0,technician,married,tertiary,no,87,no,no,cellular,26,aug,42.0,7,-1,0,
51.0,management,divorced,secondary,no,292,no,no,cellular,26,aug,146.0,9,-1,0,
45.0,blue-collar,married,secondary,no,2,no,no,cellular,26,aug,105.0,10,-1,0,
35.0,management,married,tertiary,no,1285,no,no,cellular,26,aug,100.0,4,-1,0,
58.0,retired,married,primary,no,1,no,no,cellular,26,aug,112.0,4,-1,0,
53.0,blue-collar,married,primary,no,18,no,no,cellular,26,aug,55.0,4,-1,0,
54.0,management,divorced,tertiary,no,2625,yes,no,cellular,26,aug,67.0,3,-1,0,
39.0,management,married,tertiary,no,309,no,no,cellular,26,aug,94.0,14,-1,0,
32.0,technician,divorced,secondary,no,409,no,yes,cellular,26,aug,74.0,4,-1,0,
35.0,management,single,tertiary,no,714,yes,no,cellular,26,aug,135.0,22,-1,0,
48.0,management,married,tertiary,no,0,no,no,cellular,26,aug,60.0,5,-1,0,
30.0,technician,single,tertiary,no,10,no,no,cellular,26,aug,276.0,8,-1,0,
49.0,admin.,married,secondary,no,0,no,no,cellular,26,aug,159.0,4,-1,0,
,technician,single,tertiary,no,7005,no,no,cellular,26,aug,,4,-1,0,
51.0,blue-collar,married,primary,no,19,no,no,cellular,26,aug,26.0,10,-1,0,
43.0,technician,divorced,secondary,no,1326,no,no,cellular,26,aug,93.0,2,-1,0,
47.0,technician,divorced,secondary,no,32,no,yes,cellular,26,aug,137.0,2,-1,0,
34.0,management,single,tertiary,no,250,no,no,cellular,26,aug,64.0,2,-1,0,
56.0,housemaid,married,primary,no,0,no,no,cellular,26,aug,102.0,2,-1,0,
53.0,technician,married,secondary,no,206,no,no,cellular,26,aug,87.0,6,-1,0,
46.0,technician,married,secondary,no,1596,yes,no,cellular,26,aug,106.0,7,-1,0,
33.0,technician,married,tertiary,no,-370,yes,no,cellular,26,aug,108.0,7,-1,0,
33.0,management,single,tertiary,no,0,no,no,cellular,26,aug,60.0,2,-1,0,
34.0,management,single,tertiary,no,436,no,no,cellular,26,aug,312.0,2,-1,0,
39.0,housemaid,married,,no,0,no,no,cellular,26,aug,92.0,2,-1,0,
33.0,technician,single,secondary,no,659,no,no,cellular,26,aug,274.0,2,-1,0,
51.0,admin.,married,secondary,no,50,no,no,cellular,26,aug,178.0,2,-1,0,
51.0,blue-collar,married,primary,no,176,no,yes,cellular,26,aug,80.0,2,-1,0,
49.0,unemployed,married,primary,no,50,no,no,cellular,26,aug,169.0,2,-1,0,
41.0,technician,single,tertiary,no,1413,no,no,telephone,26,aug,81.0,5,-1,0,
57.0,technician,married,tertiary,no,31,no,yes,cellular,26,aug,395.0,2,-1,0,
44.0,management,married,tertiary,yes,-11,no,no,cellular,26,aug,317.0,5,-1,0,
51.0,services,married,secondary,no,276,no,no,cellular,26,aug,217.0,2,-1,0,
52.0,blue-collar,married,secondary,no,60,no,yes,cellular,26,aug,196.0,2,-1,0,
31.0,entrepreneur,married,tertiary,no,-231,yes,no,cellular,26,aug,221.0,2,-1,0,
38.0,housemaid,married,primary,no,21,no,no,cellular,26,aug,634.0,2,-1,0,
38.0,technician,married,secondary,no,-6,no,no,cellular,26,aug,700.0,2,-1,0,
54.0,technician,married,tertiary,no,446,no,no,cellular,26,aug,67.0,6,-1,0,
42.0,,married,,no,222,no,no,cellular,26,aug,80.0,16,-1,0,
47.0,blue-collar,married,primary,no,0,no,no,cellular,26,aug,185.0,4,-1,0,
35.0,technician,single,tertiary,no,7838,no,no,cellular,26,aug,17.0,23,-1,0,
49.0,blue-collar,married,primary,no,3478,no,no,cellular,26,aug,165.0,4,-1,0,
33.0,technician,single,secondary,no,121,no,no,cellular,26,aug,210.0,6,-1,0,
31.0,management,married,tertiary,no,0,no,no,cellular,26,aug,76.0,2,-1,0,
45.0,technician,divorced,secondary,no,0,no,no,cellular,26,aug,64.0,2,-1,0,
55.0,management,divorced,tertiary,no,-612,no,no,cellular,26,aug,131.0,2,-1,0,
30.0,management,single,tertiary,no,15,no,yes,cellular,26,aug,252.0,2,-1,0,
43.0,management,married,secondary,no,17555,no,no,cellular,26,aug,14.0,14,-1,0,
45.0,management,married,tertiary,yes,-190,no,yes,cellular,26,aug,92.0,4,-1,0,
54.0,management,married,tertiary,no,0,no,no,cellular,26,aug,748.0,3,-1,0,
31.0,technician,single,secondary,no,218,no,no,cellular,26,aug,267.0,4,-1,0,
48.0,technician,married,tertiary,no,0,no,no,telephone,26,aug,176.0,15,-1,0,
60.0,retired,married,,no,1396,no,yes,cellular,26,aug,104.0,2,-1,0,
38.0,technician,married,secondary,no,0,no,no,cellular,26,aug,65.0,4,-1,0,
32.0,technician,single,secondary,no,0,no,no,cellular,26,aug,181.0,2,-1,0,
36.0,technician,single,tertiary,no,4644,no,no,cellular,26,aug,29.0,12,-1,0,
43.0,management,divorced,tertiary,no,-166,yes,yes,cellular,26,aug,176.0,2,-1,0,
51.0,blue-collar,married,primary,no,6343,yes,no,cellular,26,aug,28.0,20,-1,0,
48.0,technician,married,secondary,no,2688,no,yes,cellular,26,aug,610.0,2,-1,0,
54.0,technician,married,secondary,no,965,no,no,cellular,26,aug,345.0,4,-1,0,
30.0,management,single,secondary,no,19,no,no,cellular,26,aug,191.0,2,-1,0,
59.0,management,divorced,tertiary,no,3096,no,no,cellular,26,aug,18.0,17,-1,0,
34.0,technician,single,secondary,no,94,yes,no,cellular,26,aug,541.0,2,-1,0,
40.0,technician,divorced,secondary,no,0,no,no,cellular,26,aug,67.0,2,-1,0,
32.0,technician,single,secondary,no,316,no,no,cellular,26,aug,137.0,2,-1,0,
59.0,retired,married,tertiary,no,0,no,no,cellular,26,aug,94.0,2,-1,0,
35.0,technician,single,secondary,no,0,no,no,cellular,26,aug,259.0,2,-1,0,
55.0,blue-collar,married,secondary,no,630,no,no,cellular,26,aug,146.0,2,-1,0,
47.0,blue-collar,married,primary,no,0,no,no,cellular,26,aug,292.0,2,-1,0,
46.0,blue-collar,married,secondary,no,3,no,no,cellular,26,aug,153.0,14,-1,0,
56.0,technician,married,tertiary,no,272,no,no,cellular,26,aug,103.0,2,-1,0,
,management,married,secondary,no,414,no,no,cellular,26,aug,142.0,2,-1,0,
45.0,management,divorced,tertiary,no,0,no,no,cellular,26,aug,392.0,2,-1,0,
31.0,management,single,tertiary,no,29,no,no,cellular,26,aug,179.0,2,-1,0,
45.0,blue-collar,married,primary,no,512,no,no,cellular,26,aug,123.0,2,-1,0,
31.0,technician,single,tertiary,no,17,no,no,cellular,26,aug,239.0,2,-1,0,
35.0,technician,married,tertiary,no,188,no,no,cellular,26,aug,286.0,2,-1,0,
44.0,management,single,secondary,no,813,no,no,cellular,26,aug,358.0,2,-1,0,
44.0,management,married,tertiary,no,1752,no,no,cellular,26,aug,312.0,2,-1,0,
33.0,management,married,tertiary,no,0,no,no,cellular,26,aug,126.0,2,-1,0,
55.0,retired,married,secondary,no,273,no,no,cellular,26,aug,417.0,2,-1,0,
54.0,admin.,married,tertiary,no,19,no,no,cellular,26,aug,131.0,2,-1,0,
53.0,technician,married,secondary,no,0,no,no,cellular,26,aug,392.0,2,-1,0,
37.0,technician,married,secondary,no,827,yes,yes,cellular,26,aug,85.0,16,-1,0,
40.0,management,single,tertiary,no,0,yes,no,cellular,26,aug,24.0,16,-1,0,
36.0,management,married,tertiary,no,1313,no,no,cellular,26,aug,80.0,6,-1,0,
47.0,services,married,secondary,no,1764,no,yes,cellular,26,aug,119.0,6,-1,0,
49.0,blue-collar,married,secondary,no,1219,yes,no,cellular,26,aug,168.0,5,-1,0,
31.0,technician,single,secondary,no,798,no,no,telephone,26,aug,66.0,10,-1,0,
41.0,management,married,tertiary,no,725,no,no,cellular,26,aug,460.0,10,-1,0,
42.0,management,married,tertiary,no,154,no,no,cellular,26,aug,183.0,10,-1,0,
49.0,services,married,secondary,no,0,no,no,cellular,26,aug,189.0,4,-1,0,
52.0,services,married,secondary,no,431,no,no,cellular,26,aug,73.0,17,-1,0,
30.0,technician,single,secondary,no,9645,no,yes,cellular,26,aug,130.0,10,-1,0,
32.0,management,single,tertiary,no,5167,no,no,cellular,26,aug,10.0,18,-1,0,
47.0,services,married,secondary,no,612,no,no,cellular,26,aug,139.0,4,-1,0,
58.0,blue-collar,married,primary,no,0,no,no,cellular,26,aug,168.0,4,-1,0,
33.0,management,single,secondary,no,0,no,no,cellular,26,aug,99.0,2,-1,0,
36.0,management,married,tertiary,no,0,no,no,cellular,26,aug,97.0,3,-1,0,
30.0,technician,single,secondary,no,73,no,yes,cellular,26,aug,43.0,2,-1,0,
60.0,blue-collar,married,primary,no,11,no,no,telephone,26,aug,15.0,10,-1,0,
48.0,management,married,tertiary,no,0,yes,no,cellular,26,aug,,2,-1,0,
31.0,admin.,married,secondary,yes,-51,no,yes,cellular,26,aug,173.0,2,-1,0,
46.0,blue-collar,married,primary,no,588,yes,no,cellular,26,aug,260.0,4,-1,0,
51.0,technician,divorced,secondary,no,-471,no,no,cellular,26,aug,169.0,2,-1,0,
50.0,blue-collar,married,secondary,no,579,no,no,cellular,26,aug,83.0,4,-1,0,
41.0,technician,married,tertiary,no,231,no,no,cellular,26,aug,428.0,2,-1,0,
59.0,technician,divorced,secondary,no,2,no,no,cellular,26,aug,164.0,2,-1,0,
33.0,technician,single,tertiary,no,3773,no,no,cellular,26,aug,124.0,4,-1,0,
,management,married,tertiary,no,-55,yes,no,cellular,26,aug,107.0,4,-1,0,
35.0,admin.,married,tertiary,no,6,no,no,cellular,26,aug,130.0,2,-1,0,
44.0,technician,married,secondary,no,608,no,no,cellular,26,aug,128.0,2,-1,0,
37.0,management,single,tertiary,no,9,no,no,cellular,26,aug,484.0,2,-1,0,
60.0,retired,married,primary,no,5,no,no,cellular,26,aug,63.0,2,-1,0,
42.0,management,single,tertiary,no,145,no,no,cellular,26,aug,174.0,2,-1,0,
53.0,management,married,tertiary,no,0,no,no,cellular,26,aug,240.0,2,-1,0,
47.0,blue-collar,married,primary,no,0,no,no,cellular,26,aug,71.0,4,-1,0,
,management,married,tertiary,no,108,no,no,cellular,26,aug,210.0,6,-1,0,
33.0,management,married,tertiary,no,544,no,yes,cellular,26,aug,111.0,4,-1,0,
35.0,management,married,tertiary,no,0,no,no,cellular,26,aug,436.0,2,-1,0,
47.0,blue-collar,married,secondary,no,581,yes,no,cellular,26,aug,79.0,6,-1,0,
38.0,management,married,tertiary,no,0,yes,no,cellular,26,aug,22.0,38,-1,0,
38.0,management,married,tertiary,no,0,no,no,cellular,26,aug,101.0,4,-1,0,
35.0,management,married,tertiary,no,38,no,no,cellular,26,aug,194.0,8,-1,0,
48.0,management,married,tertiary,no,4852,no,no,cellular,26,aug,41.0,11,-1,0,
42.0,technician,single,secondary,no,275,no,no,cellular,26,aug,31.0,8,-1,0,
47.0,self-employed,married,tertiary,no,1245,no,no,cellular,26,aug,17.0,15,-1,0,
35.0,management,married,tertiary,no,841,no,no,cellular,26,aug,301.0,6,-1,0,
52.0,management,single,tertiary,no,83,no,no,cellular,26,aug,1223.0,6,-1,0,
30.0,management,married,secondary,yes,471,yes,no,cellular,26,aug,73.0,4,-1,0,
35.0,technician,single,secondary,no,79,yes,no,cellular,26,aug,12.0,16,-1,0,
42.0,management,divorced,tertiary,no,1243,no,no,cellular,26,aug,1000.0,4,-1,0,
45.0,technician,married,secondary,no,34,no,no,cellular,26,aug,333.0,4,-1,0,
48.0,management,married,primary,no,2537,no,no,cellular,26,aug,219.0,6,-1,0,
47.0,services,married,secondary,no,284,no,no,cellular,26,aug,266.0,5,-1,0,
60.0,management,married,tertiary,no,0,no,no,cellular,26,aug,362.0,6,-1,0,
44.0,management,married,tertiary,no,254,no,no,cellular,26,aug,224.0,6,-1,0,
46.0,services,married,secondary,no,301,no,no,cellular,26,aug,241.0,7,-1,0,
56.0,technician,divorced,secondary,no,0,no,no,cellular,26,aug,471.0,8,-1,0,
50.0,blue-collar,married,primary,no,1617,no,no,cellular,26,aug,55.0,4,-1,0,
31.0,self-employed,married,tertiary,no,3220,no,no,cellular,26,aug,74.0,4,-1,0,
32.0,technician,single,secondary,no,-5,no,yes,cellular,26,aug,300.0,4,-1,0,
35.0,management,married,tertiary,no,231,no,no,cellular,26,aug,130.0,6,-1,0,
32.0,management,single,tertiary,yes,5,yes,no,cellular,26,aug,520.0,4,-1,0,
41.0,management,single,tertiary,no,236,no,no,cellular,26,aug,72.0,4,-1,0,
52.0,self-employed,divorced,secondary,no,385,no,yes,cellular,26,aug,96.0,4,-1,0,
48.0,management,single,tertiary,no,505,no,no,cellular,26,aug,320.0,5,-1,0,
43.0,technician,married,secondary,no,10,no,no,cellular,26,aug,301.0,16,-1,0,
37.0,management,single,tertiary,no,-533,no,no,cellular,26,aug,234.0,4,-1,0,
30.0,technician,single,secondary,no,7,no,no,cellular,26,aug,75.0,4,-1,0,
35.0,management,married,tertiary,no,71,no,yes,cellular,26,aug,78.0,4,-1,0,
37.0,management,married,tertiary,no,725,no,no,cellular,26,aug,162.0,13,-1,0,
33.0,technician,married,secondary,no,2362,yes,no,cellular,26,aug,271.0,4,-1,0,
45.0,admin.,married,secondary,no,434,no,no,cellular,26,aug,76.0,4,-1,0,
34.0,management,single,tertiary,no,4687,no,no,cellular,26,aug,10.0,19,-1,0,
50.0,blue-collar,married,primary,no,370,yes,no,telephone,26,aug,39.0,6,-1,0,
35.0,management,single,tertiary,no,0,no,no,cellular,26,aug,30.0,20,-1,0,
39.0,technician,single,secondary,no,3867,no,no,cellular,26,aug,257.0,12,-1,0,
33.0,technician,married,secondary,no,362,no,yes,cellular,26,aug,160.0,6,-1,0,
60.0,admin.,married,primary,no,41,no,no,cellular,26,aug,140.0,6,-1,0,
34.0,management,married,tertiary,no,297,yes,no,cellular,26,aug,63.0,4,-1,0,
36.0,entrepreneur,divorced,tertiary,no,219,no,no,cellular,26,aug,358.0,4,-1,0,
31.0,management,single,tertiary,no,0,no,no,cellular,26,aug,120.0,6,-1,0,
33.0,technician,single,secondary,no,487,yes,no,cellular,26,aug,532.0,14,-1,0,
49.0,self-employed,married,secondary,no,0,no,no,cellular,26,aug,175.0,6,-1,0,
42.0,housemaid,married,tertiary,no,0,no,no,cellular,26,aug,112.0,10,-1,0,
51.0,services,married,primary,no,10150,yes,no,cellular,26,aug,157.0,5,-1,0,
57.0,services,married,secondary,no,1113,no,no,cellular,26,aug,264.0,20,-1,0,
31.0,management,married,tertiary,no,392,no,no,cellular,26,aug,119.0,3,-1,0,
55.0,self-employed,married,secondary,yes,0,no,no,cellular,26,aug,172.0,5,-1,0,
33.0,technician,single,tertiary,no,469,no,no,cellular,26,aug,158.0,9,-1,0,
45.0,management,married,tertiary,no,22815,no,no,cellular,26,aug,653.0,8,-1,0,
39.0,management,single,tertiary,no,1092,no,no,cellular,26,aug,205.0,7,-1,0,
36.0,management,married,tertiary,no,23,no,no,cellular,26,aug,133.0,11,-1,0,
32.0,management,married,secondary,no,0,no,no,cellular,26,aug,277.0,3,-1,0,
34.0,technician,single,secondary,no,1974,no,no,cellular,26,aug,603.0,3,-1,0,
30.0,technician,single,tertiary,no,1271,yes,no,cellular,26,aug,303.0,5,-1,0,
31.0,technician,single,tertiary,no,25,no,no,cellular,26,aug,265.0,16,-1,0,
31.0,admin.,married,secondary,no,734,no,no,cellular,26,aug,195.0,9,-1,0,
52.0,self-employed,married,secondary,no,517,no,no,cellular,26,aug,77.0,4,-1,0,
44.0,management,married,tertiary,no,0,no,no,cellular,26,aug,,4,-1,0,
31.0,unemployed,married,tertiary,no,7744,no,no,cellular,26,aug,377.0,8,-1,0,
45.0,blue-collar,married,primary,no,0,no,no,cellular,26,aug,454.0,2,-1,0,
30.0,management,single,tertiary,no,21,no,no,cellular,26,aug,61.0,7,-1,0,
39.0,technician,single,secondary,no,69,no,no,cellular,26,aug,183.0,3,-1,0,
37.0,technician,single,secondary,no,-274,yes,no,cellular,26,aug,218.0,5,-1,0,
46.0,management,married,tertiary,no,326,no,no,cellular,26,aug,182.0,7,-1,0,
58.0,services,married,secondary,no,382,no,no,cellular,26,aug,384.0,4,-1,0,
31.0,management,single,tertiary,no,1,no,no,cellular,26,aug,107.0,5,-1,0,
38.0,technician,married,secondary,no,257,no,no,cellular,26,aug,57.0,10,-1,0,
32.0,management,single,tertiary,no,631,no,no,cellular,26,aug,145.0,5,-1,0,
30.0,technician,single,secondary,no,893,no,no,cellular,26,aug,45.0,3,-1,0,
34.0,technician,married,secondary,no,1005,no,no,cellular,26,aug,209.0,7,-1,0,
35.0,technician,single,secondary,no,915,no,yes,cellular,26,aug,,3,-1,0,
46.0,services,married,secondary,no,12,no,no,cellular,26,aug,225.0,3,-1,0,
56.0,admin.,married,secondary,no,370,no,no,cellular,26,aug,128.0,12,-1,0,
59.0,self-employed,married,primary,no,745,no,no,cellular,26,aug,168.0,9,-1,0,
52.0,blue-collar,married,primary,no,382,no,yes,cellular,26,aug,98.0,7,-1,0,
34.0,technician,married,secondary,no,479,no,no,cellular,26,aug,65.0,2,-1,0,
52.0,admin.,divorced,,no,0,no,no,cellular,26,aug,168.0,4,-1,0,
54.0,blue-collar,married,primary,no,1111,no,no,telephone,26,aug,385.0,9,-1,0,
30.0,management,single,tertiary,no,796,no,yes,cellular,26,aug,366.0,13,-1,0,
48.0,technician,single,secondary,no,957,no,no,cellular,26,aug,198.0,5,-1,0,
32.0,management,married,tertiary,no,5910,no,no,cellular,26,aug,75.0,3,-1,0,
32.0,management,married,tertiary,no,0,no,no,cellular,26,aug,104.0,9,-1,0,
36.0,management,divorced,tertiary,no,608,no,no,cellular,26,aug,125.0,2,-1,0,
36.0,technician,single,secondary,yes,0,no,yes,cellular,26,aug,109.0,14,-1,0,
40.0,management,single,tertiary,no,0,no,no,cellular,26,aug,58.0,7,-1,0,
36.0,unemployed,married,tertiary,no,154,no,no,cellular,26,aug,556.0,7,-1,0,
40.0,management,married,tertiary,no,3160,no,no,cellular,26,aug,100.0,4,-1,0,
36.0,management,married,secondary,no,699,no,no,cellular,26,aug,20.0,8,-1,0,
45.0,management,married,tertiary,no,10,no,no,cellular,26,aug,133.0,7,-1,0,
38.0,technician,married,tertiary,no,-363,no,no,cellular,26,aug,101.0,2,-1,0,
50.0,blue-collar,married,secondary,yes,0,yes,no,cellular,26,aug,240.0,5,-1,0,
32.0,management,divorced,tertiary,no,387,no,no,cellular,26,aug,99.0,4,-1,0,
44.0,technician,married,secondary,no,7863,no,no,cellular,26,aug,59.0,6,-1,0,
41.0,management,divorced,tertiary,no,1757,no,no,cellular,26,aug,515.0,13,-1,0,
31.0,,married,tertiary,no,526,no,no,cellular,26,aug,130.0,13,-1,0,
52.0,blue-collar,married,primary,no,359,no,no,telephone,26,aug,361.0,14,-1,0,
37.0,management,single,tertiary,no,0,no,no,cellular,26,aug,99.0,6,-1,0,
30.0,management,married,tertiary,no,20,no,no,cellular,26,aug,272.0,10,-1,0,
39.0,management,married,secondary,no,46,yes,no,cellular,26,aug,298.0,10,-1,0,
39.0,management,divorced,tertiary,no,373,no,no,cellular,26,aug,148.0,4,-1,0,
50.0,blue-collar,married,secondary,no,3558,no,no,cellular,26,aug,84.0,10,-1,0,
32.0,technician,married,secondary,no,485,no,no,cellular,26,aug,98.0,14,-1,0,
32.0,technician,single,tertiary,no,127,yes,no,cellular,27,aug,20.0,17,-1,0,
40.0,technician,divorced,secondary,no,6,no,no,cellular,27,aug,26.0,16,-1,0,
45.0,technician,divorced,tertiary,no,0,no,no,cellular,27,aug,58.0,4,-1,0,
34.0,management,single,tertiary,no,1612,no,no,cellular,27,aug,108.0,22,-1,0,
38.0,management,single,tertiary,no,1272,no,no,cellular,27,aug,101.0,6,-1,0,
50.0,housemaid,married,primary,no,0,no,no,cellular,27,aug,52.0,3,-1,0,
