brand,model,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats
Hyundai,Verna,2012.0,432000.0,77000,Diesel,Individual,Manual,First Owner,22.32 kmpl,1582 CC,126.32 bhp,5.0
Volkswagen,Polo,2019.0,565000.0,7000,Petrol,Individual,Manual,First Owner,18.78 kmpl,999 CC,75 bhp,5.0
Maruti,Eeco,2017.0,390000.0,70000,Petrol,Individual,Manual,First Owner,15.37 kmpl,1196 CC,73 bhp,5.0
Ford,Figo,2017.0,600000.0,30000,Diesel,Individual,Manual,First Owner,25.83 kmpl,1498 CC,99 bhp,5.0
Hyundai,i20,2011.0,250000.0,120000,Diesel,Individual,Manual,Third Owner,23.0 kmpl,1396 CC,90 bhp,5.0
Chevrolet,Spark,2011.0,165000.0,70000,Petrol,Individual,Manual,First Owner,18.0 kmpl,995 CC,62 bhp,5.0
Honda,City,2011.0,421000.0,105000,Petrol,Individual,Manual,First Owner,17.0 kmpl,1497 CC,118 bhp,5.0
Hyundai,Accent,2012.0,225000.0,109322,Petrol,Individual,Manual,Second Owner,16.36 kmpl,1495 CC,93.7 bhp,5.0
Nissan,Sunny,2013.0,350000.0,120000,Diesel,Individual,Manual,First Owner,21.64 kmpl,1461 CC,84.8 bhp,5.0
Jeep,Compass,,1757000.0,24000,Diesel,Individual,Manual,First Owner,17.1 kmpl,1956 CC,170 bhp,5.0
Maruti,Baleno,2015.0,,70000,Diesel,Individual,Manual,Second Owner,27.39 kmpl,1248 CC,74 bhp,5.0
,Tiago,2018.0,515000.0,35000,Petrol,Individual,Manual,First Owner,24.0 kmpl,1199 CC,83.81 bhp,5.0
Maruti,800,1999.0,80000.0,80000,Petrol,Individual,Manual,Third Owner,16.1 kmpl,796 CC,37 bhp,4.0
Maruti,SX4,2017.0,800000.0,70000,Diesel,Individual,Manual,Second Owner,23.65 kmpl,1248 CC,88.5 bhp,5.0
Mahindra,Scorpio,2004.0,120000.0,100000,Diesel,Individual,Manual,Fourth & Above Owner,10.5 kmpl,2179 CC,120 bhp,7.0
Maruti,Wagon,2017.0,475000.0,40000,Petrol,Individual,Manual,First Owner,20.51 kmpl,998 CC,67.04 bhp,5.0
Maruti,Wagon,2015.0,400000.0,20000,Petrol,Individual,Automatic,First Owner,20.51 kmpl,998 CC,67 bhp,5.0
Fiat,Grande,2011.0,300000.0,60000,Diesel,Individual,Manual,First Owner,20.3 kmpl,1248 CC,75 bhp,5.0
Mahindra,Scorpio,2011.0,400000.0,475000,Diesel,Individual,Manual,Third Owner,13.5 kmpl,2179 CC,115 bhp,5.0
Maruti,Wagon,2009.0,235000.0,70000,Petrol,Individual,Manual,Second Owner,17.3 kmpl,1061 CC,64 bhp,5.0
Maruti,Wagon,2015.0,350000.0,40000,Petrol,Individual,Manual,Second Owner,20.51 kmpl,998 CC,67.04 bhp,5.0
Maruti,Swift,2017.0,625000.0,34000,Diesel,Individual,Manual,Second Owner,28.4 kmpl,1248 CC,74.02 bhp,5.0
Mahindra,XUV500,2014.0,525000.0,120000,Diesel,Individual,Manual,First Owner,15.1 kmpl,2179 CC,140 bhp,7.0
,,2018.0,550000.0,10000,Petrol,Individual,Manual,First Owner,20.3 kmpl,1199 CC,84 bhp,5.0
Mahindra,Bolero,2015.0,550000.0,80000,Diesel,Individual,Manual,Second Owner,15.96 kmpl,2523 CC,62.1 bhp,7.0
Honda,City,2006.0,200000.0,100000,Petrol,Individual,Manual,Second Owner,17.7 kmpl,1497 CC,78 bhp,5.0
Mahindra,Xylo,2011.0,350000.0,120000,Diesel,Individual,Manual,First Owner,13.0 kmpl,2489 CC,95 bhp,8.0
Honda,City,2006.0,220000.0,100000,Petrol,Individual,Manual,Second Owner,17.7 kmpl,1497 CC,78 bhp,5.0
Hyundai,Grand,2016.0,412000.0,25000,Petrol,Individual,Manual,First Owner,18.9 kmpl,1197 CC,82 bhp,5.0
Maruti,Wagon,2009.0,126000.0,52000,Petrol,Individual,Manual,Second Owner,18.9 kmpl,1061 CC,67 bhp,5.0
Maruti,Swift,2013.0,430000.0,63000,Diesel,Individual,Manual,First Owner,23.4 kmpl,1248 CC,74 bhp,5.0
Maruti,A-Star,2009.0,130000.0,90000,Petrol,Individual,Manual,Second Owner,19.0 kmpl,998 CC,66.1 bhp,5.0
Tata,Tiago,2017.0,350000.0,60000,Petrol,Individual,Manual,First Owner,23.84 kmpl,1199 CC,84 bhp,5.0
Maruti,Alto,2011.0,,35000,Petrol,Individual,Manual,First Owner,19.7 kmpl,796 CC,46.3 bhp,5.0
Mahindra,Bolero,2011.0,380000.0,80000,Diesel,Individual,Manual,First Owner,13.6 kmpl,2523 CC,63 bhp,7.0
Ford,Figo,2010.0,200000.0,110000,Diesel,Individual,Manual,Second Owner,20.0 kmpl,1399 CC,68 bhp,5.0
Maruti,Swift,2017.0,620000.0,61000,Diesel,Individual,Manual,First Owner,26.59 kmpl,1248 CC,74 bhp,5.0
Maruti,Omni,2013.0,,66000,Petrol,Individual,Manual,First Owner,14.7 kmpl,796 CC,37 bhp,8.0
Datsun,GO,2018.0,450000.0,80000,Petrol,Individual,Manual,First Owner,20.62 kmpl,1198 CC,67 bhp,7.0
Hyundai,Creta,2017.0,1150000.0,27000,Diesel,Individual,Manual,Second Owner,19.67 kmpl,1582 CC,126.2 bhp,5.0
Mahindra,KUV,2018.0,500000.0,60000,Petrol,Individual,Manual,First Owner,18.15 kmpl,1198 CC,82 bhp,6.0
Maruti,Wagon,2011.0,246000.0,139000,Petrol,Individual,Manual,First Owner,18.9 kmpl,998 CC,67.1 bhp,5.0
Maruti,Eeco,2017.0,400000.0,60000,CNG,Individual,Manual,First Owner,21.94 km/kg,1196 CC,61.7 bhp,5.0
Maruti,800,2008.0,65000.0,10000,Petrol,Individual,Manual,Second Owner,16.1 kmpl,796 CC,37 bhp,4.0
,Ecosport,2016.0,725000.0,30000,Diesel,Individual,Manual,First Owner,21.7 kmpl,1498 CC,98.96 bhp,5.0
Hyundai,Verna,2014.0,736000.0,125000,Diesel,Individual,Automatic,First Owner,22.32 kmpl,1582 CC,126.32 bhp,5.0
Maruti,Swift,2018.0,700000.0,45000,Diesel,Individual,Manual,First Owner,28.4 kmpl,1248 CC,74.02 bhp,5.0
Chevrolet,Spark,2011.0,150000.0,30000,Petrol,Individual,Manual,First Owner,18.0 kmpl,995 CC,62 bhp,5.0
Maruti,Alto,2010.0,180000.0,80500,Petrol,Individual,Manual,Second Owner,19.7 kmpl,796 CC,46.3 bhp,5.0
Toyota,Etios,2014.0,409999.0,200000,Diesel,Individual,Manual,First Owner,23.59 kmpl,1364 CC,67.04 bhp,5.0
Mahindra,Bolero,2013.0,550000.0,60000,Diesel,Individual,Manual,First Owner,15.96 kmpl,2523 CC,62.1 bhp,7.0
Maruti,800,2004.0,50000.0,18000,Petrol,Individual,Manual,Second Owner,16.1 kmpl,796 CC,37 bhp,4.0
Maruti,Zen,2006.0,80000.0,110000,Diesel,Individual,Manual,Second Owner,20.8 kmpl,1527 CC,58 bhp,5.0
Maruti,Alto,2005.0,110000.0,90000,Petrol,Individual,Manual,Second Owner,19.7 kmpl,796 CC,46.3 bhp,5.0
Honda,City,2006.0,180000.0,120000,Petrol,Individual,Manual,Second Owner,17.7 kmpl,1497 CC,78 bhp,5.0
Audi,Q7,2009.0,1025000.0,120000,Diesel,Individual,Automatic,Third Owner,12.07 kmpl,2967 CC,241.4 bhp,7.0
,Hexa,2017.0,1300000.0,40000,Diesel,Individual,Automatic,First Owner,17.6 kmpl,2179 CC,153.86 bhp,7.0
Volkswagen,Ameo,2018.0,560000.0,18000,Diesel,Individual,Manual,First Owner,21.66 kmpl,1498 CC,108.62 bhp,5.0
Maruti,Vitara,2017.0,650000.0,70000,Diesel,Individual,Manual,First Owner,24.3 kmpl,1248 CC,88.5 bhp,5.0
Mahindra,XUV500,2018.0,1150000.0,29000,Diesel,Individual,Manual,First Owner,15.1 kmpl,2179 CC,152.87 bhp,7.0
Maruti,Baleno,2016.0,480000.0,65755,Petrol,Individual,Manual,First Owner,21.4 kmpl,1197 CC,83.1 bhp,5.0
Ford,EcoSport,,960000.0,2600,Diesel,Individual,Manual,First Owner,23.0 kmpl,1498 CC,98.96 bhp,5.0
Mahindra,XUV500,2017.0,1050000.0,46000,Diesel,Individual,Automatic,First Owner,16.0 kmpl,2179 CC,140 bhp,7.0
Hyundai,EON,2017.0,310000.0,15000,Petrol,Individual,Manual,Second Owner,21.1 kmpl,814 CC,55.2 bhp,5.0
Maruti,Swift,2014.0,500000.0,60000,Diesel,Individual,Manual,First Owner,23.4 kmpl,1248 CC,74 bhp,5.0
Maruti,Alto,2017.0,350000.0,15500,Petrol,Individual,Automatic,First Owner,23.95 kmpl,998 CC,67.1 bhp,5.0
Honda,Amaze,2015.0,365000.0,120000,Diesel,Individual,Manual,First Owner,25.8 kmpl,1498 CC,98.6 bhp,5.0
Mitsubishi,Lancer,2008.0,165000.0,120000,Diesel,Individual,Manual,Third Owner,14.8 kmpl,1998 CC,68 bhp,5.0
Tata,Spacio,2007.0,100000.0,120000,Diesel,Individual,Manual,Third Owner,14.6 kmpl,2956 CC,63 bhp,10.0
Mahindra,Bolero,2007.0,240000.0,80000,Diesel,Individual,Manual,Second Owner,13.6 kmpl,2523 CC,63 bhp,7.0
Mahindra,Marazzo,2019.0,925000.0,40000,Diesel,Individual,Manual,First Owner,17.3 kmpl,1497 CC,121 bhp,7.0
Ford,Figo,2018.0,590000.0,15000,Petrol,Individual,Manual,First Owner,18.16 kmpl,1196 CC,86.8 bhp,5.0
Tata,Aria,2013.0,525000.0,110000,Diesel,Individual,Manual,Second Owner,13.7 kmpl,2179 CC,138.1 bhp,7.0
Toyota,Innova,2014.0,720000.0,80000,Diesel,Individual,Manual,Second Owner,12.99 kmpl,2494 CC,100.6 bhp,8.0
Renault,Duster,2017.0,850000.0,50000,Diesel,Individual,Automatic,First Owner,19.6 kmpl,1461 CC,108.45 bhp,5.0
Mahindra,Scorpio,2010.0,490000.0,110000,Diesel,Individual,Automatic,First Owner,11.79 kmpl,2179 CC,120 bhp,8.0
Honda,Amaze,2013.0,325000.0,100000,Diesel,Individual,Manual,First Owner,25.8 kmpl,1498 CC,98.6 bhp,5.0
Hyundai,Verna,2019.0,1200000.0,20000,Diesel,Individual,Automatic,First Owner,22.0 kmpl,1582 CC,126.2 bhp,5.0
Mahindra,Bolero,2012.0,450000.0,135000,Diesel,Individual,Manual,First Owner,15.96 kmpl,2523 CC,62.1 bhp,7.0
Tata,Indigo,2014.0,300000.0,50700,Diesel,Individual,Manual,First Owner,19.09 kmpl,1405 CC,69.01 bhp,5.0
Volkswagen,Polo,2013.0,365000.0,70000,Diesel,Individual,Manual,Second Owner,22.07 kmpl,1199 CC,73.9 bhp,5.0
Mercedes-Benz,New,2007.0,500000.0,120000,Petrol,Individual,Automatic,First Owner,11.7 kmpl,1796 CC,178 bhp,5.0
Toyota,Innova,2014.0,900000.0,112000,Diesel,Individual,Manual,Second Owner,12.99 kmpl,2494 CC,100.6 bhp,8.0
Hyundai,Grand,2018.0,700000.0,35000,Diesel,Individual,Manual,First Owner,24.0 kmpl,1186 CC,73.97 bhp,5.0
Renault,Duster,2017.0,880000.0,50000,Diesel,Individual,Manual,First Owner,19.6 kmpl,1461 CC,108.45 bhp,5.0
Toyota,Innova,2014.0,700000.0,121000,Diesel,Individual,Manual,Third Owner,12.99 kmpl,2494 CC,100.6 bhp,7.0
Mahindra,Scorpio,2009.0,380000.0,120000,Diesel,Individual,Manual,Second Owner,12.05 kmpl,2179 CC,120 bhp,7.0
Toyota,Corolla,2006.0,150000.0,90000,Petrol,Individual,Manual,Third Owner,13.4 kmpl,1794 CC,125 bhp,5.0
Maruti,Zen,2014.0,235000.0,70000,CNG,Individual,Manual,Second Owner,26.3 km/kg,998 CC,67.1 bhp,5.0
Renault,KWID,2018.0,320000.0,20000,Petrol,Individual,Manual,First Owner,23.01 kmpl,999 CC,67 bhp,5.0
Renault,Duster,2015.0,550000.0,60000,Diesel,Individual,Manual,First Owner,20.45 kmpl,1461 CC,83.8 bhp,5.0
BMW,5,2016.0,3200000.0,40000,Diesel,Individual,Automatic,First Owner,18.12 kmpl,1995 CC,190 bhp,5.0
Toyota,,2013.0,750000.0,440000,Diesel,Individual,Manual,Second Owner,12.99 kmpl,2494 CC,100.6 bhp,7.0
Mahindra,TUV,2017.0,645000.0,60000,Diesel,Individual,Manual,First Owner,18.49 kmpl,1493 CC,100 bhp,7.0
Maruti,Wagon,2015.0,300000.0,110000,Petrol,Individual,Manual,First Owner,20.51 kmpl,998 CC,67.04 bhp,5.0
Hyundai,i20,2016.0,580000.0,152000,Diesel,Individual,Manual,First Owner,21.19 kmpl,1396 CC,88.73 bhp,5.0
Hyundai,i20,2011.0,220000.0,220000,Petrol,Individual,Manual,Fourth & Above Owner,17.0 kmpl,1197 CC,80 bhp,5.0
Mahindra,Bolero,2013.0,451000.0,70000,Diesel,Individual,Manual,First Owner,15.96 kmpl,2523 CC,62.1 bhp,7.0
Tata,Nexon,2018.0,850000.0,50000,Petrol,Individual,Manual,First Owner,17.0 kmpl,1198 CC,108.5 bhp,5.0
Maruti,,2011.0,300000.0,125000,Diesel,Individual,Manual,First Owner,19.3 kmpl,1248 CC,73.9 bhp,5.0
Ford,Figo,2016.0,350000.0,60000,Petrol,Individual,Manual,First Owner,18.16 kmpl,1196 CC,86.8 bhp,5.0
Maruti,Eeco,2014.0,300000.0,90000,CNG,Individual,Manual,First Owner,21.94 km/kg,1196 CC,63 bhp,5.0
Maruti,Eeco,2017.0,390000.0,30000,CNG,Individual,Manual,First Owner,21.94 km/kg,1196 CC,63 bhp,5.0
Toyota,Innova,2016.0,1200000.0,90000,Diesel,Individual,Manual,First Owner,12.99 kmpl,2494 CC,100.6 bhp,8.0
Volkswagen,Ameo,2017.0,550000.0,20000,Petrol,Individual,Manual,First Owner,17.0 kmpl,1198 CC,73.75 bhp,5.0
Maruti,Swift,2012.0,300000.0,110000,Diesel,Individual,Manual,Third Owner,22.9 kmpl,1248 CC,74 bhp,5.0
Volkswagen,Vento,2012.0,300000.0,150000,Diesel,Individual,Manual,Second Owner,20.54 kmpl,1598 CC,103.6 bhp,5.0
Hyundai,i20,2012.0,350000.0,110000,Diesel,Individual,Manual,First Owner,23.0 kmpl,1396 CC,90 bhp,5.0
Hyundai,Creta,2015.0,880000.0,120000,Diesel,Individual,Manual,Second Owner,19.67 kmpl,1582 CC,126.2 bhp,5.0
Hyundai,Accent,2010.0,160000.0,120000,CNG,Individual,Manual,Second Owner,13.2 km/kg,1495 CC,93.7 bhp,5.0
Tata,Sumo,2012.0,250000.0,80000,Diesel,Individual,Manual,Fourth & Above Owner,15.3 kmpl,2956 CC,83.8 bhp,7.0
Hyundai,i20,2016.0,660000.0,110000,Diesel,Individual,Manual,First Owner,21.19 kmpl,1396 CC,88.73 bhp,5.0
Tata,Zest,2015.0,450000.0,40000,Petrol,Individual,Manual,First Owner,17.57 kmpl,1193 CC,88.7 bhp,5.0
Volkswagen,Polo,2012.0,400000.0,110000,Diesel,Individual,Manual,Second Owner,19.7 kmpl,1598 CC,103.6 bhp,5.0
Mahindra,Scorpio,2019.0,1300000.0,20000,Diesel,Individual,Manual,First Owner,16.36 kmpl,2179 CC,120 bhp,7.0
Ford,Figo,2013.0,229999.0,230000,Diesel,Individual,Manual,First Owner,20.0 kmpl,1399 CC,68.1 bhp,5.0
Chevrolet,Beat,2010.0,140000.0,60000,Petrol,Individual,Manual,First Owner,18.6 kmpl,1199 CC,79.4 bhp,5.0
Maruti,Zen,2012.0,195000.0,35000,Petrol,Individual,Manual,Second Owner,19.0 kmpl,998 CC,67.1 bhp,5.0
Hyundai,i20,2015.0,500000.0,45000,Petrol,Individual,Manual,First Owner,17.19 kmpl,1197 CC,81.86 bhp,5.0
Tata,Nano,2012.0,60000.0,45000,Petrol,Individual,Manual,First Owner,25.4 kmpl,624 CC,38 bhp,4.0
Tata,Zest,2016.0,400000.0,25000,Petrol,Individual,Manual,First Owner,17.57 kmpl,1193 CC,88.7 bhp,5.0
Hyundai,i20,2014.0,400000.0,10000,Petrol,Individual,Manual,First Owner,18.6 kmpl,1197 CC,81.83 bhp,5.0
Maruti,Wagon,2018.0,380000.0,19000,Petrol,Individual,Manual,First Owner,20.51 kmpl,998 CC,67.04 bhp,5.0
Maruti,Baleno,2019.0,579000.0,10000,Petrol,Individual,Manual,First Owner,21.4 kmpl,1197 CC,83.1 bhp,5.0
Mahindra,KUV,2019.0,400000.0,25000,Petrol,Individual,Manual,First Owner,18.15 kmpl,1198 CC,82 bhp,6.0
Hyundai,i10,2012.0,270000.0,30000,Petrol,Individual,Manual,First Owner,20.36 kmpl,1197 CC,78.9 bhp,5.0
Mahindra,Bolero,2014.0,500000.0,90000,Diesel,Individual,Manual,First Owner,15.96 kmpl,2523 CC,62.1 bhp,7.0
Tata,Tiago,2017.0,475000.0,20000,Petrol,Individual,Manual,First Owner,23.84 kmpl,1199 CC,84 bhp,5.0
Nissan,Terrano,2018.0,850000.0,48000,Diesel,Individual,Manual,First Owner,19.87 kmpl,1461 CC,83.14 bhp,5.0
Mahindra,Scorpio,2009.0,475000.0,120000,Diesel,Individual,Manual,First Owner,12.05 kmpl,2179 CC,120 bhp,7.0
Maruti,Swift,2012.0,370000.0,210000,Diesel,Individual,Manual,Second Owner,19.3 kmpl,1248 CC,73.9 bhp,5.0
Hyundai,i10,2010.0,187000.0,200400,Petrol,Individual,Manual,Second Owner,19.81 kmpl,1086 CC,68.05 bhp,5.0
Hyundai,i10,2008.0,195000.0,110000,Petrol,Individual,Manual,Second Owner,20.36 kmpl,1197 CC,78.9 bhp,5.0
Tata,Safari,2014.0,459999.0,38000,Diesel,Individual,Manual,First Owner,13.93 kmpl,2179 CC,138.03 bhp,7.0
Toyota,Corolla,2004.0,135000.0,90000,Petrol,Individual,Manual,Second Owner,13.4 kmpl,1794 CC,125 bhp,5.0
,Ertiga,2017.0,850000.0,43000,Diesel,Individual,Manual,First Owner,24.52 kmpl,1248 CC,88.5 bhp,7.0
Hyundai,Santro,2018.0,500000.0,25000,Petrol,Individual,Manual,First Owner,20.3 kmpl,1086 CC,68 bhp,5.0
Maruti,Wagon,2016.0,385000.0,26000,Petrol,Individual,Manual,Second Owner,20.51 kmpl,998 CC,67.04 bhp,5.0
Hyundai,Verna,2006.0,135000.0,120000,Diesel,Individual,Manual,Second Owner,16.8 kmpl,1493 CC,110 bhp,5.0
Maruti,Alto,2008.0,120000.0,70000,Petrol,Individual,Manual,Third Owner,19.7 kmpl,796 CC,46.3 bhp,5.0
Honda,,2006.0,200000.0,60000,Petrol,Individual,Manual,Third Owner,11.9 kmpl,2354 CC,144 bhp,5.0
Tata,New,2007.0,200000.0,120000,Diesel,Individual,Manual,Second Owner,13.93 kmpl,2956 CC,138.1 bhp,7.0
Maruti,Ciaz,2016.0,700000.0,20000,Petrol,Individual,Manual,First Owner,20.73 kmpl,1373 CC,91.1 bhp,5.0
Tata,Indigo,2013.0,290000.0,25000,Diesel,Individual,Manual,First Owner,23.57 kmpl,1396 CC,70 bhp,5.0
Maruti,Swift,2017.0,725000.0,60000,Diesel,Individual,Manual,First Owner,28.4 kmpl,1248 CC,74.02 bhp,5.0
Tata,Sumo,2008.0,200000.0,80000,Diesel,Individual,Manual,First Owner,12.2 kmpl,1948 CC,68 bhp,10.0
Maruti,Omni,2014.0,155000.0,80000,Petrol,Individual,Manual,First Owner,16.8 kmpl,796 CC,34.2 bhp,8.0
Mercedes-Benz,E-Class,2019.0,5200000.0,17000,Petrol,Dealer,Automatic,First Owner,15.0 kmpl,1991 CC,194.4 bhp,5.0
BMW,5,2018.0,4000000.0,10000,Diesel,Dealer,Automatic,First Owner,22.48 kmpl,1995 CC,187.74 bhp,5.0
Hyundai,Venue,2019.0,1125000.0,3500,Petrol,Dealer,Automatic,First Owner,18.15 kmpl,998 CC,118.35 bhp,5.0
Audi,A4,2016.0,1898999.0,46000,Diesel,Dealer,Automatic,First Owner,18.25 kmpl,1968 CC,187.74 bhp,5.0
Honda,CR-V,2017.0,1650000.0,52000,Petrol,Dealer,Automatic,First Owner,12.0 kmpl,2354 CC,187.4 bhp,5.0
Maruti,Swift,2011.0,280000.0,20000,Petrol,Individual,Manual,Second Owner,18.6 kmpl,1197 CC,85.8 bhp,5.0
Tata,Tigor,2019.0,450000.0,25000,Petrol,Individual,Manual,First Owner,20.3 kmpl,1199 CC,84 bhp,5.0
Maruti,Esteem,2006.0,135000.0,70000,Petrol,Individual,Manual,Second Owner,15.9 kmpl,1298 CC,85 bhp,5.0
Mahindra,XUV500,2014.0,650000.0,40000,Diesel,Individual,Manual,First Owner,15.1 kmpl,2179 CC,140 bhp,7.0
Maruti,Baleno,2020.0,650000.0,7300,Petrol,Individual,Manual,First Owner,21.01 kmpl,1197 CC,81.80 bhp,5.0
Maruti,Ciaz,2018.0,750000.0,25000,Diesel,Individual,Manual,First Owner,28.09 kmpl,1248 CC,88.5 bhp,5.0
Maruti,Alto,2010.0,150000.0,100000,Petrol,Individual,Manual,First Owner,19.7 kmpl,796 CC,46.3 bhp,5.0
Mahindra,KUV,2017.0,500000.0,35000,Diesel,Individual,Manual,First Owner,25.32 kmpl,1198 CC,77 bhp,6.0
Hyundai,Verna,2013.0,425000.0,80000,Diesel,Individual,Manual,Second Owner,22.32 kmpl,1582 CC,126.32 bhp,5.0
Hyundai,i10,2010.0,260000.0,60000,Petrol,Individual,Manual,First Owner,20.36 kmpl,1197 CC,78.9 bhp,5.0
Volkswagen,Polo,2014.0,400000.0,110000,Diesel,Individual,Manual,Second Owner,20.14 kmpl,1498 CC,88.8 bhp,5.0
Hyundai,i20,2017.0,575000.0,70000,Diesel,Individual,Manual,Second Owner,22.54 kmpl,1396 CC,88.73 bhp,5.0
Hyundai,Santro,2008.0,175000.0,40000,Petrol,Individual,Manual,First Owner,0.0 kmpl,1086 CC,62 bhp,5.0
Maruti,SX4,2010.0,250000.0,90000,CNG,Individual,Manual,Second Owner,21.4 km/kg,1586 CC,103.3 bhp,5.0
Volkswagen,Polo,2012.0,400000.0,95000,Diesel,Individual,Manual,First Owner,19.7 kmpl,1598 CC,103.6 bhp,5.0
Mahindra,Bolero,2011.0,,200000,Diesel,Individual,Manual,Second Owner,13.6 kmpl,2523 CC,63 bhp,7.0
Maruti,Swift,2015.0,484999.0,30000,Diesel,Individual,Manual,First Owner,25.2 kmpl,1248 CC,74 bhp,5.0
Volkswagen,CrossPolo,2013.0,350000.0,70000,Diesel,Individual,Manual,Second Owner,20.14 kmpl,1498 CC,88.5 bhp,5.0
Toyota,Fortuner,2014.0,1400000.0,80000,Diesel,Individual,Automatic,Second Owner,12.55 kmpl,2982 CC,168.7 bhp,7.0
Maruti,Swift,2012.0,250000.0,100000,Diesel,Individual,Manual,Third Owner,19.3 kmpl,1248 CC,73.9 bhp,5.0
,Swift,2017.0,655000.0,70000,Diesel,Individual,Manual,First Owner,28.4 kmpl,1248 CC,74.02 bhp,5.0
Chevrolet,Beat,2016.0,300000.0,15000,Petrol,Individual,Manual,First Owner,18.6 kmpl,1199 CC,76.8 bhp,5.0
Ford,Figo,2018.0,650000.0,21000,Diesel,Individual,Manual,First Owner,25.83 kmpl,1498 CC,99 bhp,5.0
Maruti,Wagon,2014.0,300000.0,35000,Petrol,Individual,Manual,First Owner,20.52 kmpl,1197 CC,81.80 bhp,5.0
Honda,Jazz,2016.0,475000.0,25000,Petrol,Individual,Manual,First Owner,18.7 kmpl,1199 CC,88.7 bhp,5.0
Tata,Tiago,2017.0,450000.0,30000,Petrol,Individual,Manual,First Owner,23.84 kmpl,1199 CC,84 bhp,5.0
Maruti,Swift,2019.0,754000.0,10000,Diesel,Individual,Manual,First Owner,28.4 kmpl,1248 CC,74.02 bhp,5.0
Hyundai,i10,2013.0,300000.0,40000,Petrol,Individual,Manual,First Owner,20.36 kmpl,1197 CC,78.9 bhp,5.0
Hyundai,EON,2014.0,250000.0,25000,Petrol,Individual,Manual,First Owner,21.1 kmpl,814 CC,55.2 bhp,5.0
Maruti,,2018.0,725000.0,15000,Diesel,Individual,Manual,First Owner,28.4 kmpl,1248 CC,74.02 bhp,5.0
Maruti,Alto,2008.0,95000.0,70000,Petrol,Individual,Manual,First Owner,19.7 kmpl,796 CC,46.3 bhp,5.0
Hyundai,Santro,2018.0,475000.0,7800,Petrol,Individual,Manual,First Owner,20.3 kmpl,1086 CC,68 bhp,5.0
Tata,Safari,2014.0,575000.0,55000,Diesel,Individual,Manual,First Owner,14.0 kmpl,2179 CC,138.1 bhp,7.0
Tata,Tiago,2016.0,350000.0,30000,Petrol,Individual,Manual,First Owner,23.84 kmpl,1199 CC,84 bhp,5.0
Mahindra,Bolero,2013.0,330000.0,125000,Diesel,Individual,Manual,Second Owner,15.96 kmpl,2523 CC,62.1 bhp,7.0
Maruti,Swift,2016.0,482000.0,50000,Petrol,Individual,Manual,First Owner,20.4 kmpl,1197 CC,81.80 bhp,5.0
Ford,EcoSport,2017.0,625000.0,40000,Diesel,Individual,Manual,Fourth & Above Owner,22.77 kmpl,1498 CC,98.59 bhp,5.0
Tata,Tiago,2017.0,380000.0,30000,Petrol,Individual,Manual,First Owner,23.84 kmpl,1199 CC,84 bhp,5.0
Chevrolet,Beat,2016.0,310000.0,30000,Petrol,Individual,Manual,First Owner,18.6 kmpl,1199 CC,76.8 bhp,5.0
Maruti,Swift,2009.0,280000.0,35000,Petrol,Individual,Manual,First Owner,17.5 kmpl,1298 CC,85.8 bhp,5.0
Renault,Duster,2018.0,900000.0,30000,Petrol,Individual,Automatic,First Owner,14.99 kmpl,1498 CC,104.5 bhp,5.0
Maruti,Wagon,2010.0,250000.0,60000,Petrol,Individual,Manual,First Owner,18.9 kmpl,1061 CC,67 bhp,5.0
Hyundai,Verna,2017.0,750000.0,39000,Petrol,Individual,Manual,First Owner,17.01 kmpl,1591 CC,121.3 bhp,5.0
,KWID,2019.0,420000.0,15000,Petrol,Individual,Manual,First Owner,23.01 kmpl,999 CC,67 bhp,5.0
Honda,Amaze,2019.0,670000.0,5000,Petrol,Individual,Manual,First Owner,19.5 kmpl,1199 CC,88.76 bhp,5.0
Hyundai,i10,2016.0,420000.0,9750,Petrol,Individual,Manual,Second Owner,19.81 kmpl,1086 CC,68.05 bhp,5.0
Toyota,Innova,2016.0,1800000.0,110000,Diesel,Individual,Manual,First Owner,13.68 kmpl,2393 CC,147.8 bhp,7.0
Honda,WR-V,2018.0,900000.0,35000,Petrol,Individual,Manual,First Owner,17.5 kmpl,1199 CC,88.7 bhp,5.0
Mahindra,XUV500,2015.0,1200000.0,10000,Diesel,Individual,Manual,First Owner,15.1 kmpl,2179 CC,140 bhp,7.0
Mahindra,Scorpio,2003.0,,157138,Diesel,Individual,Manual,Third Owner,10.5 kmpl,2179 CC,120 bhp,7.0
Hyundai,Verna,2007.0,185000.0,120000,Diesel,Individual,Manual,Fourth & Above Owner,16.8 kmpl,1493 CC,110 bhp,5.0
Hyundai,i10,2008.0,185000.0,110000,Petrol,Individual,Manual,Fourth & Above Owner,19.81 kmpl,1086 CC,68.05 bhp,5.0
Mahindra,XUV500,2018.0,1525000.0,46000,Diesel,Individual,Manual,First Owner,15.1 kmpl,2179 CC,152.87 bhp,7.0
Maruti,Swift,2006.0,215000.0,102000,Petrol,Individual,Manual,Third Owner,16.1 kmpl,1298 CC,88.2 bhp,5.0
Maruti,Alto,2015.0,210000.0,50000,Petrol,Individual,Manual,Second Owner,22.74 kmpl,796 CC,47.3 bhp,5.0
Toyota,Innova,2016.0,1700000.0,110000,Diesel,Individual,Manual,Second Owner,13.68 kmpl,2393 CC,147.8 bhp,7.0
